Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Pitch_Speed_Kmph,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,1,Active_Noise,Straight,99.0,High Inside,-0.116,1.194,-19.777,-0.167,1.031,-19.777,0.171,-0.112,1.200,-19.776,-0.107,1.125,-19.748,0.080,Strike,Take
Sub_Test01,2,Active_Noise,Straight,98.9,High Inside,-0.124,1.196,-19.778,-0.299,1.293,-19.778,0.201,-0.129,1.192,-19.773,-0.170,1.189,-19.787,0.043,Ball,Take
Sub_Test01,3,Active_Noise,Straight,98.5,High Inside,-0.138,1.180,-19.774,-0.212,1.166,-19.774,0.075,-0.137,1.181,-19.771,-0.156,1.163,-19.754,0.031,Strike,Take
Sub_Test01,4,Active_Noise,Straight,96.5,High Inside,-0.131,1.177,-19.767,-0.351,1.141,-19.767,0.223,-0.138,1.193,-19.770,-0.200,1.176,-19.761,0.066,Ball_Missed,Take
Sub_Test01,5,Active_Noise,Straight,99.1,High Inside,-0.145,1.185,-19.763,-0.085,1.319,-19.763,0.147,-0.151,1.195,-19.766,-0.124,1.227,-19.759,0.043,Ball,Take
Sub_Test01,6,Active_Noise,Straight,95.6,High Inside,-0.147,1.175,-19.770,-0.103,1.236,-19.770,0.075,-0.133,1.206,-19.773,-0.123,1.227,-19.768,0.024,Strike,Take
Sub_Test01,7,Active_Noise,Straight,98.7,High Inside,-0.142,1.192,-19.768,-0.310,1.335,-19.768,0.221,-0.131,1.199,-19.768,-0.195,1.268,-19.782,0.096,Ball,Take
Sub_Test01,8,Active_Noise,Straight,98.3,High Inside,-0.137,1.178,-19.769,-0.193,1.125,-19.769,0.077,-0.159,1.226,-19.813,-0.139,1.172,-19.771,0.072,Strike,Take
Sub_Test01,9,Active_Noise,Straight,95.6,High Inside,-0.161,1.192,-19.827,-0.020,1.329,-19.827,0.198,-0.161,1.191,-19.824,-0.062,1.283,-19.777,0.144,Ball,Take
Sub_Test01,10,Active_Noise,Straight,96.8,High Inside,-0.166,1.190,-19.822,-0.282,1.035,-19.822,0.194,-0.156,1.196,-19.848,-0.166,1.145,-19.832,0.055,Ball,Take
Sub_Test01,11,Active_Noise,Straight,99.2,High Inside,-0.153,1.194,-19.840,-0.213,1.352,-19.840,0.168,-0.154,1.201,-19.841,-0.184,1.272,-19.818,0.081,Ball,Take
Sub_Test01,12,Active_Noise,Straight,98.0,Mid Inside,-0.168,1.103,-19.848,-0.089,0.946,-19.848,0.176,-0.174,1.102,-19.845,-0.123,1.095,-19.819,0.057,Strike,Take
Sub_Test01,13,Active_Noise,Straight,97.4,Mid Inside,-0.167,1.092,-19.844,-0.239,0.946,-19.844,0.163,-0.165,1.091,-19.848,-0.168,1.049,-19.841,0.043,Strike,Take
Sub_Test01,14,Active_Noise,Straight,97.1,High Inside,-0.158,1.105,-19.848,-0.257,1.334,-19.848,0.249,-0.170,1.085,-19.841,-0.186,1.260,-19.824,0.177,Ball,Take
Sub_Test01,15,Active_Noise,Straight,98.9,Mid Inside,-0.165,1.012,-19.839,-0.027,1.019,-19.839,0.138,-0.173,1.016,-19.839,-0.125,1.128,-19.824,0.123,Strike,Take
Sub_Test01,16,Active_Noise,Straight,99.6,Mid Inside,-0.188,1.006,-19.835,-0.316,0.959,-19.835,0.136,-0.185,1.012,-19.841,-0.232,1.128,-19.841,0.125,Ball_Missed,Take
Sub_Test01,17,Active_Noise,Straight,99.6,Mid Inside,-0.183,1.021,-19.837,0.023,1.130,-19.837,0.233,-0.178,1.010,-19.842,-0.052,1.090,-19.809,0.153,Strike,Take
Sub_Test01,18,Active_Noise,Straight,99.2,Mid Inside,-0.195,0.991,-19.842,-0.193,0.978,-19.842,0.013,-0.197,0.994,-19.846,-0.155,1.029,-19.840,0.055,Strike_PassedBall,Take
